,title,year,is_Chinese_paper_lingua_f
2124265,基于燕尾突变的车辆脱轨机理研究,2015.0,Chinese
1744215,城市混凝土桥梁薄弱处分析,2010.0,Chinese
277337,Synthesis and activity evaluation of the cyclic dipeptides arylidene N-alkoxydiketopiperazines,2016.0,English
1405256,New results on stochastic comparison of order statistics from heterogeneous Weibull populations,2012.0,English
955299,Wavelength dependence of colorimetric properties of lighting sources based on multi-color LEDs,2013.0,English
2208573,传统发酵黄豆酱中低营养菌株的筛选及产胞外酶特性分析,2016.0,Chinese
1251414,富集自体外周血单个核细胞移植治疗肝硬化,2013.0,Chinese
501487,3D simulation of the Cluster–Cluster Aggregation model,2014.0,English
1028881,177.6W全光纤超连续谱光源,2012.0,Chinese
1363796,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,2014.0,English
2019477,Inhibition of HDACs-EphA2 Signaling Axis with WW437 Demonstrates Promising      Preclinical Antitumor Activity in Breast Cancer.,2018.0,English
27439,System-environment dynamics of X-type states in noninertial frames,2012.0,English
1973268,CONSORT标准评价心理学随机对照研究报告的质量----以国内网络成瘾干预研究为例,2013.0,Chinese
439360,Cell-Permeable Iminocoumarine-Based Fluorescent Dyes for Mitochondria,2011.0,English
1017794,Fault Tolerant Line-based Barrier Coverage Formation in Mobile Wireless Sensor Networks,2015.0,English
1567823,CD44 enhances macrophage phagocytosis and plays a protective role in Streptococcus equi subsp. zooepidemicus infection,2016.0,English
859891,Outage Constrained Secrecy Rate Maximization Using Artificial-Noise Aided Beamforming and Cooperative Jamming,2016.0,English
140161,Qualitative Analysis and Approximate Damped Oscillatory Solutions for a Kind of Nonlinear Dispersive-dissipative Equation,2017.0,English
1160654,推进我国新型城镇化发展的路径探讨,2015.0,Chinese
2056781,系列Sm3+配合物的合成、结构及光物理性能,2014.0,Chinese
1056654,新型高效量子点LED的调控与实现,2014.0,Chinese
1874691,Flat Frequency Comb Generation Based on Efficiently Multiple Four-Wave Mixing Without Polarization Control,2016.0,English
1286097,毒品成瘾的中医证研究及相关量表技术应用进展,2014.0,Chinese
940504,An Indefinite Stochastic Linear Quadratic Optimal Control Problem with Delay and Related Forward-Backward Stochastic Differential Equations,2018.0,English
35015,Thrust vector control of upper stage with uncertainty of the centroid,2015.0,English
2316438,综合医院心身服务模式践行——心身医学的临床实践与服务模式,2015.0,Chinese
1317690,PPM1D mRNA表达与肝癌预后的相关性研究,2016.0,Chinese
1019318,Photonic-crystal structures with polarized-wave-guiding property and their applications in the mid and far infrared wave bands,2013.0,English
836863,Stereolithography manufacturing of anatomically shaped PEG-hydrogel scaffold for cartilage tissue engineering,2012.0,English
1832723,Highly Thermal Conductive Copper Nanowire Composites with Ultralow Loading: Toward Applications as Thermal Interface Materials,2014.0,English
114469,《日躔历指》中第谷太阳测算理论及其编撰特点,2015.0,Chinese
2194852,1.4-二氮杂二环[2.2.2]辛烷氢键型晶体材料的合成、相变及介电性质,2019.0,Chinese
679427,Sparsity-assisted signal representation for rotating machinery fault diagnosis using the tunable Q-factor wavelet transform with overlapping group shrinkage,2014.0,English
2011704,A new alkaloid from the fruit of Nandina domestica Thunb,2014.0,English
1897912,Highly confined light guiding in a dielectric-nanowire-loaded hybrid Bloch-surface-polariton waveguide,2018.0,English
50758,"G-kernel-open sets, G-kernel-neighborhoods and G-kernel-derived sets",2018.0,English
1196641,Tumor microenvironment and therapeutic response,2016.0,English
804391,用最小势能原理求解半空间弹性地基及地基梁问题,2011.0,Chinese
384960,"Sphingomonas difficilis sp. nov., a difficultly cultivable bacterium that grows on solid but not in liquid medium, isolated from an abandoned lead–zinc mine",2017.0,English
1707212,Spark Plasma Sintering and Densification Mechanisms of Conductive Ceramics under Coupled Thermal/Electric Fields,2015.0,English
1468492,CO2 and Redox Dual Responsive Pickering Emulsion,2017.0,English
1290654,Conjugate gradient preconditioning methods with symmetric algebraic reconstruction technique in photoacoustic Imaging,2012.0,English
285246,[3+2]Cycloaddition of Propargylamines and alpha-Acylketene Dithioacetals: A Synthetic Strategy for Highly Substituted Pyrroles,2012.0,English
417425,The spatial-temporal expression and functional divergence of bach homologs in zebrafish Danio rerio,2016.0,English
2201139,"Synthesis of alpha-, beta- and gamma-Cyclodextrin/ Poly(Acrylonitrile) Composite Nanofibers and Their Applications to Cu(II) Ion Adsorption",2014.0,English
67440,Single-machine batch scheduling with job processing time compatibility,2015.0,English
1206346,EZH2 is a negative prognostic factor and exhibits pro-oncogenic activity in      glioblastoma.,2015.0,English
1004181,Study of the relationship between iwc and z for nonspherical ice particles at millimeter wavelength,2016.0,English
1959890,胰腺导管内乳头状黏液性肿瘤相关浸润性癌临床病理及预后因素分析,2018.0,Chinese
913465,A new multifunctional device for femtosecond pulse characterization with a wide operating range,2014.0,English
1419317,Creating Quasi Two-Dimensional Cluster-Assembled Materials through Self-Assembly of a Janus Polyoxometalate-Silsesquioxane Co-Cluster,2017.0,English
2206942,延边稻区外来入侵杂草稻李氏禾的发生及防除措施,2013.0,Chinese
796431,Effect of annealing temperature on structure and mechanical property of magnetron sputtered c-BN films,2014.0,English
217724,"Copper-catalyzed enantioselective hetero-diels-alder reaction of Danishefsky&amp;#39;s diene with β,γ-unsaturated α-ketoesters",2014.0,English
2107401,Superhard orthorhombic phase of B2CO compound,2017.0,English
1660792,"Energy transfer and multicolor tunable emission in single-phase Tb3+,Eu3+ co-doped Sr3La(PO4)3 phosphors",2016.0,English
607950,Different Diffusion Behavior of Cu and Ni Undergoing Liquid-solid Electromigration,2014.0,English
784915,"Modification of Dicalcium Silicates Phase Composition by BaO, SO3 and MgO",2013.0,English
1227102,Co-delivery of microRNA-21 antisense oligonucleotides and gemcitabine using nanomedicine for pancreatic cancer therapy.,2017.0,English
1606033,"Spatio-temporal variation of groundwater recharge in response to variability in precipitation, land use and soil in Yanqing Basin, Beijing, China",2012.0,English
2144921,Development of a Simulation Platform for Spacecraft Omni-directional Rendezvous,2016.0,English
1560708,５种设施农业常用农药对２种熊蜂的毒效评价,2013.0,Chinese
1206059,终末期肺病患者等待肺移植期间的生存状况及其危险因素分析,2014.0,Chinese
657436,Type synthesis and analysis of rotational parallel mechanisms with a virtual continuous axis,2017.0,English
392775,汉字的无线索回忆再认效应：重复学习和重复测验的作用,2016.0,Chinese
1492678,&lt;span&gt;In vitro study on cytotoxicity and intracellular formaldehyde concentration changes after exposure to formaldehyde and its derivatives&lt;/span&gt;,2013.0,English
1352073,Triple-Negative Breast Cancer: Is There a Treatment on the Horizon?,2017.0,English
848794,永磁同步电机驱动系统的反步与无源协调控制,2018.0,Chinese
2315217,血管生成因子对心脏微血管内皮细胞分泌血管形成蛋白-2的影响,2015.0,Chinese
2037808,独立生存的两菌株对逼近模型,2016.0,Chinese
481677,不同施工工艺土壤物理性状研究,2013.0,Chinese
947790,低损耗As-S玻璃光纤的制备与应用研究,2015.0,Chinese
2060837,"NaYF4:Er3+/Yb3+–graphene composites: preparation, upconversion luminescence, and application in dye-sensitized solar cells",2012.0,English
1687205,A promising nanohybrid of silicon carbide nanowires scrolled by graphene oxide sheets with a synergistic effect for poly(propylene carbonate) nanocomposites,2017.0,English
2263222,基于MATLAB的风力发电机组建模和仿真研究,2012.0,Chinese
2077091,Multisite Substrate Recognition in Asf1-Dependent Acetylation of Histone H3 K56 by Rtt109,2018.0,English
2262370,旋转摩擦挤压法制备CNTs/Mg 复合材料的 组织和性能,2016.0,Chinese
511680,"In situ LA-MC-ICP-MS U-Pb geochronology of igneous rocks in the Ashele Basin, Altay orogenic belt, northwest China: Constraints on the timing of polymetallic copper mineralization",2014.0,English
2045681,应用多相机三维数字图像相关实现口腔印模三维重构,2015.0,Chinese
1918810,时间参照对绿色消费的影响:价值偏好的中介作用,2017.0,Chinese
1779083,Dynamic Magnetic properties of Electrospun NiZn spinel Ferrite Nanofibers,2014.0,English
773293,“乡”“镇”之分——《城乡规划法》颁布后的乡规划思考,2011.0,Chinese
297751,Design and Epitaxial Growth of MoSe2-NiSe Vertical Heteronanostructures with Electronic Modulation for Enhanced Hydrogen Evolution Reaction,2016.0,English
1694513,The polymer effect on nonlinear processes in decaying homogeneous isotropic,2013.0,English
39081,微分模的 Gorenstein投射和内射复形,2014.0,Chinese
276274,A facile method for the fabrication of b-oriented TS-1 film on the surface of glass modified by TS-1 precursor solution,2013.0,English
1857618,Towards frequent subgraphmining on single large uncertain graphs,2015.0,English
221391,Highly Efficient Deep-Blue Electroluminescence from a Charge Transfer Emitter with Stable Donor Skeleton,2017.0,English
1564109,"A comparison study of bioaccessibility of soy protein gel induced by magnesiumchloride, glucono-delta-lactone and microbial transglutaminase",2016.0,English
2049467,Precise QCD predictions on top quark pair production mediated by massive   color-octet vector boson at hadron colliders,2012.0,English
442936,Involvement of CmWRKY10 in Drought Tolerance of Chrysanthemum through the ABA-Signaling Pathway,2016.0,English
644810,Low-Aspect Ratio Graphite Hollowed Nanostructures,2013.0,English
2103547,苏州河网防洪调度安全评估与优化模拟,2014.0,Chinese
2251449,Highly Effective Detection of 4-Nitrophenol by Tremella-like Indium Silver Sulfide Modified GCE,2018.0,English
1896193,"Segmentation, Splitting, and Classification of Overlapping Bacteria in Microscope Images for Automatic Bacterial Vaginosis Diagnosis",2016.0,English
1083055,Highly sensitive and selective lateral flow immunoassay based on magnetic nanoparticles for quantitative detection of carcinoembryonic antigen,2016.0,English
1413316,微波固化碳纤维/环氧树脂复合材料NOL环及其力学性能,2016.0,Chinese
1866318,Multicarrier Group Detection in Receiver-Side Duobinary-Shaped WDM Superchannel Systems,2012.0,English
1169520,"Design, synthesis, and molecular docking studies of N-(9,10-anthraquinone-2-carbonyl)amino acid derivatives as xanthine oxidase inhibitors",2018.0,English
1112584,公共数据开放的产出与效果研究——以上海开放数据创新应用大赛为例,2017.0,Chinese
2053340,"Dominant dimensions, derived equivalences and tilting modules",2016.0,English
346480,川续断中大花双参苷A含量的反相高效液相色谱法测定,2014.0,Chinese
2166458,中国糖尿病防治研究的现状和挑战,2012.0,Chinese
855211,Method for tuning chirp ratio of fiber gratings without central wavelength shift,2014.0,English
1969833,痰湿体质系列研究与4P医学模式的实施,2012.0,Chinese
785564,"Thermoelectric performance of SnTe with ZnO carrier compensation, energy filtering, and multiscale phonon scattering",2017.0,English
1758790,Magneto-Optical Characterization of Iron-Based Superconducting Wires and Tapes,2013.0,English
2196230,Chemical constituents from the leaves of Craibiodendron yunnanense,2012.0,English
1080849,A modeling method for formation drillability based on Nadaboost-ELM algorithm,2016.0,English
1235863,DNA Duplexes with Hydrophobic Modifications Inhibit Fusion between HIV-1 and Cell Membranes,2013.0,English
635199,The electrocaloric effect around the orthorhombic-tetragonal first-order phase transition in BaTiO3,2012.0,English
2104893,Selective Precipitation and Concentrating of Perovskite Crystals from Titanium-Bearing Slag Melt in Supergravity Field,2016.0,English
1837896,Autonomous Operating Process for Zebrafish Embryo Injection,2012.0,English
668736,Poly(tetraﬂuoroethylene-co-perﬂuorovinyl ether sulfonamide) for anion exchange membranes,2016.0,English
1559818,靶向猪CLTC基因miRNA的预测与验证,2017.0,Chinese
364601,基于SAR极化分解与Landsat数据的森林生物量遥感估测,2018.0,Chinese
1272770,Optimization and application of an HPLC method for quantification of inosine-5'-monophosphate dehydrogenase activity as a pharmacodynamic biomarker of mycophenolic acid in Chinese renal transplant patients.,2018.0,English
1097072,云计算环境下的网络技术研究,2012.0,Chinese
754126,Tungsten oxide nanostructures based on laser ablation in water and a hydrothermal route,2014.0,English
936742,The Buffered Edge Reconfigurable Cell Array and Its Applications,2013.0,English
1330010,Malaria DNA vaccine gp96(NTD)-CSP elicits both CSP-specific antibody and CD8(+) T cell response,2015.0,English
942814,An online learning algorithm for bilinear models,2015.0,English
473240,Degradation performance and mechanism of decabromodiphenyl ether (BDE209) by ferrous-activated persulfate in spiked soil,2016.0,English
60651,Study of χcJ decaying into φK(892)K ̄,2015.0,English
2098103,Black titania-based theranostic nanoplatform for single NIR laser induced dual-modal imaging-guided PTT/PDT,2016.0,English
676251,A Method for Force Analysisof the Overconstrained Lower Mobility Parallel Mechanism,2015.0,English
60311,Neoclassical effects on the stabilization of tearing mode by current modulation,2014.0,English
294372,Advance in Synthesizing Cu-based Catalysts Applying to Dehydrogenation Process: Review,2019.0,English
1083342,Micro-electromechanical film bulk acoustic sensor for plasma and whole blood coagulation monitoring,2016.0,English
1572944,2008年“威马逊”台风期间海上大气波导时空特征,2012.0,Chinese
